candidate_id,r0_um,N_turns,sides,W_um,S_um,left_bridge_um,right_bridge_um,fdl_path,skill_path,gds_path,s2p_path
LQ_N3p5_R62_W10p4_S15,62.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R62_W10p4_S15.py,skill\LQ_N3p5_R62_W10p4_S15.il,gds\LQ_N3p5_R62_W10p4_S15.gds,s2p\LQ_N3p5_R62_W10p4_S15.s2p
LQ_N3p5_R66_W10p4_S15,66.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R66_W10p4_S15.py,skill\LQ_N3p5_R66_W10p4_S15.il,gds\LQ_N3p5_R66_W10p4_S15.gds,s2p\LQ_N3p5_R66_W10p4_S15.s2p
LQ_N3p5_R68_W10p4_S15,68.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R68_W10p4_S15.py,skill\LQ_N3p5_R68_W10p4_S15.il,gds\LQ_N3p5_R68_W10p4_S15.gds,s2p\LQ_N3p5_R68_W10p4_S15.s2p
LQ_N3p5_R70_W10p4_S15,70.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R70_W10p4_S15.py,skill\LQ_N3p5_R70_W10p4_S15.il,gds\LQ_N3p5_R70_W10p4_S15.gds,s2p\LQ_N3p5_R70_W10p4_S15.s2p
LQ_N3p5_R74_W10p4_S15,74.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R74_W10p4_S15.py,skill\LQ_N3p5_R74_W10p4_S15.il,gds\LQ_N3p5_R74_W10p4_S15.gds,s2p\LQ_N3p5_R74_W10p4_S15.s2p
LQ_N3p5_R76_W10p4_S15,76.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R76_W10p4_S15.py,skill\LQ_N3p5_R76_W10p4_S15.il,gds\LQ_N3p5_R76_W10p4_S15.gds,s2p\LQ_N3p5_R76_W10p4_S15.s2p
LQ_N3p5_R78_W10p4_S15,78.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R78_W10p4_S15.py,skill\LQ_N3p5_R78_W10p4_S15.il,gds\LQ_N3p5_R78_W10p4_S15.gds,s2p\LQ_N3p5_R78_W10p4_S15.s2p
LQ_N3p5_R82_W10p4_S15,82.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R82_W10p4_S15.py,skill\LQ_N3p5_R82_W10p4_S15.il,gds\LQ_N3p5_R82_W10p4_S15.gds,s2p\LQ_N3p5_R82_W10p4_S15.s2p
LQ_N4p5_R42_W10p4_S15,42.0,4.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N4p5_R42_W10p4_S15.py,skill\LQ_N4p5_R42_W10p4_S15.il,gds\LQ_N4p5_R42_W10p4_S15.gds,s2p\LQ_N4p5_R42_W10p4_S15.s2p
LQ_N4p5_R46_W10p4_S15,46.0,4.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N4p5_R46_W10p4_S15.py,skill\LQ_N4p5_R46_W10p4_S15.il,gds\LQ_N4p5_R46_W10p4_S15.gds,s2p\LQ_N4p5_R46_W10p4_S15.s2p
LQ_N4p5_R50_W10p4_S15,50.0,4.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N4p5_R50_W10p4_S15.py,skill\LQ_N4p5_R50_W10p4_S15.il,gds\LQ_N4p5_R50_W10p4_S15.gds,s2p\LQ_N4p5_R50_W10p4_S15.s2p
LQ_N4p5_R54_W10p4_S15,54.0,4.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N4p5_R54_W10p4_S15.py,skill\LQ_N4p5_R54_W10p4_S15.il,gds\LQ_N4p5_R54_W10p4_S15.gds,s2p\LQ_N4p5_R54_W10p4_S15.s2p
LQ_N4p5_R56_W10p4_S15,56.0,4.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N4p5_R56_W10p4_S15.py,skill\LQ_N4p5_R56_W10p4_S15.il,gds\LQ_N4p5_R56_W10p4_S15.gds,s2p\LQ_N4p5_R56_W10p4_S15.s2p
LQ_N4p5_R58_W10p4_S15,58.0,4.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N4p5_R58_W10p4_S15.py,skill\LQ_N4p5_R58_W10p4_S15.il,gds\LQ_N4p5_R58_W10p4_S15.gds,s2p\LQ_N4p5_R58_W10p4_S15.s2p
LQ_N4p5_R62_W10p4_S15,62.0,4.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N4p5_R62_W10p4_S15.py,skill\LQ_N4p5_R62_W10p4_S15.il,gds\LQ_N4p5_R62_W10p4_S15.gds,s2p\LQ_N4p5_R62_W10p4_S15.s2p
LQ_N4p5_R38_W11p2_S16,38.0,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R38_W11p2_S16.py,skill\LQ_N4p5_R38_W11p2_S16.il,gds\LQ_N4p5_R38_W11p2_S16.gds,s2p\LQ_N4p5_R38_W11p2_S16.s2p
LQ_N4p5_R42_W11p2_S16,42.0,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R42_W11p2_S16.py,skill\LQ_N4p5_R42_W11p2_S16.il,gds\LQ_N4p5_R42_W11p2_S16.gds,s2p\LQ_N4p5_R42_W11p2_S16.s2p
LQ_N4p5_R46_W11p2_S16,46.0,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R46_W11p2_S16.py,skill\LQ_N4p5_R46_W11p2_S16.il,gds\LQ_N4p5_R46_W11p2_S16.gds,s2p\LQ_N4p5_R46_W11p2_S16.s2p
LQ_N4p5_R50_W11p2_S16,50.0,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R50_W11p2_S16.py,skill\LQ_N4p5_R50_W11p2_S16.il,gds\LQ_N4p5_R50_W11p2_S16.gds,s2p\LQ_N4p5_R50_W11p2_S16.s2p
LQ_N4p5_R54_W11p2_S16,54.0,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R54_W11p2_S16.py,skill\LQ_N4p5_R54_W11p2_S16.il,gds\LQ_N4p5_R54_W11p2_S16.gds,s2p\LQ_N4p5_R54_W11p2_S16.s2p
LQ_N4p5_R56_W11p2_S16,56.0,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R56_W11p2_S16.py,skill\LQ_N4p5_R56_W11p2_S16.il,gds\LQ_N4p5_R56_W11p2_S16.gds,s2p\LQ_N4p5_R56_W11p2_S16.s2p
LQ_N4p5_R58_W11p2_S16,58.0,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R58_W11p2_S16.py,skill\LQ_N4p5_R58_W11p2_S16.il,gds\LQ_N4p5_R58_W11p2_S16.gds,s2p\LQ_N4p5_R58_W11p2_S16.s2p
LQ_N4p5_R62_W11p2_S16,62.0,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R62_W11p2_S16.py,skill\LQ_N4p5_R62_W11p2_S16.il,gds\LQ_N4p5_R62_W11p2_S16.gds,s2p\LQ_N4p5_R62_W11p2_S16.s2p
LQ_N3p5_R46_W11p2_S16,46.0,3.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N3p5_R46_W11p2_S16.py,skill\LQ_N3p5_R46_W11p2_S16.il,gds\LQ_N3p5_R46_W11p2_S16.gds,s2p\LQ_N3p5_R46_W11p2_S16.s2p
LQ_N3p5_R50_W11p2_S16,50.0,3.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N3p5_R50_W11p2_S16.py,skill\LQ_N3p5_R50_W11p2_S16.il,gds\LQ_N3p5_R50_W11p2_S16.gds,s2p\LQ_N3p5_R50_W11p2_S16.s2p
LQ_N3p5_R54_W11p2_S16,54.0,3.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N3p5_R54_W11p2_S16.py,skill\LQ_N3p5_R54_W11p2_S16.il,gds\LQ_N3p5_R54_W11p2_S16.gds,s2p\LQ_N3p5_R54_W11p2_S16.s2p
LQ_N3p5_R58_W11p2_S16,58.0,3.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N3p5_R58_W11p2_S16.py,skill\LQ_N3p5_R58_W11p2_S16.il,gds\LQ_N3p5_R58_W11p2_S16.gds,s2p\LQ_N3p5_R58_W11p2_S16.s2p
LQ_N4p5_R46_W10p4_S14,46.0,4.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N4p5_R46_W10p4_S14.py,skill\LQ_N4p5_R46_W10p4_S14.il,gds\LQ_N4p5_R46_W10p4_S14.gds,s2p\LQ_N4p5_R46_W10p4_S14.s2p
LQ_N4p5_R50_W10p4_S14,50.0,4.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N4p5_R50_W10p4_S14.py,skill\LQ_N4p5_R50_W10p4_S14.il,gds\LQ_N4p5_R50_W10p4_S14.gds,s2p\LQ_N4p5_R50_W10p4_S14.s2p
LQ_N4p5_R54_W10p4_S14,54.0,4.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N4p5_R54_W10p4_S14.py,skill\LQ_N4p5_R54_W10p4_S14.il,gds\LQ_N4p5_R54_W10p4_S14.gds,s2p\LQ_N4p5_R54_W10p4_S14.s2p
