candidate_id,r0_um,N_turns,sides,W_um,S_um,left_bridge_um,right_bridge_um,fdl_path,skill_path,gds_path,s2p_path
LQ_N4p5_R76_W11p2_S16,76,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R76_W11p2_S16.py,skill\LQ_N4p5_R76_W11p2_S16.il,gds\LQ_N4p5_R76_W11p2_S16.gds,s2p\LQ_N4p5_R76_W11p2_S16.s2p
LQ_N4p5_R84_W10p4_S15,84,4.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N4p5_R84_W10p4_S15.py,skill\LQ_N4p5_R84_W10p4_S15.il,gds\LQ_N4p5_R84_W10p4_S15.gds,s2p\LQ_N4p5_R84_W10p4_S15.s2p
LQ_N4p5_R84_W11p2_S16,84,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R84_W11p2_S16.py,skill\LQ_N4p5_R84_W11p2_S16.il,gds\LQ_N4p5_R84_W11p2_S16.gds,s2p\LQ_N4p5_R84_W11p2_S16.s2p
LQ_N3p5_R36_W10p4_S14,36,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R36_W10p4_S14.py,skill\LQ_N3p5_R36_W10p4_S14.il,gds\LQ_N3p5_R36_W10p4_S14.gds,s2p\LQ_N3p5_R36_W10p4_S14.s2p
LQ_N3p5_R36_W10p4_S15,36,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R36_W10p4_S15.py,skill\LQ_N3p5_R36_W10p4_S15.il,gds\LQ_N3p5_R36_W10p4_S15.gds,s2p\LQ_N3p5_R36_W10p4_S15.s2p
LQ_N3p5_R40_W10p4_S14,40,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R40_W10p4_S14.py,skill\LQ_N3p5_R40_W10p4_S14.il,gds\LQ_N3p5_R40_W10p4_S14.gds,s2p\LQ_N3p5_R40_W10p4_S14.s2p
LQ_N3p5_R40_W10p4_S15,40,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R40_W10p4_S15.py,skill\LQ_N3p5_R40_W10p4_S15.il,gds\LQ_N3p5_R40_W10p4_S15.gds,s2p\LQ_N3p5_R40_W10p4_S15.s2p
LQ_N3p5_R44_W10p4_S14,44,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R44_W10p4_S14.py,skill\LQ_N3p5_R44_W10p4_S14.il,gds\LQ_N3p5_R44_W10p4_S14.gds,s2p\LQ_N3p5_R44_W10p4_S14.s2p
LQ_N3p5_R44_W10p4_S15,44,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R44_W10p4_S15.py,skill\LQ_N3p5_R44_W10p4_S15.il,gds\LQ_N3p5_R44_W10p4_S15.gds,s2p\LQ_N3p5_R44_W10p4_S15.s2p
LQ_N3p5_R48_W11p2_S16,48,3.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N3p5_R48_W11p2_S16.py,skill\LQ_N3p5_R48_W11p2_S16.il,gds\LQ_N3p5_R48_W11p2_S16.gds,s2p\LQ_N3p5_R48_W11p2_S16.s2p
LQ_N3p5_R52_W11p2_S16,52,3.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N3p5_R52_W11p2_S16.py,skill\LQ_N3p5_R52_W11p2_S16.il,gds\LQ_N3p5_R52_W11p2_S16.gds,s2p\LQ_N3p5_R52_W11p2_S16.s2p
LQ_N3p5_R56_W11p2_S16,56,3.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N3p5_R56_W11p2_S16.py,skill\LQ_N3p5_R56_W11p2_S16.il,gds\LQ_N3p5_R56_W11p2_S16.gds,s2p\LQ_N3p5_R56_W11p2_S16.s2p
LQ_N4p5_R40_W11p2_S16,40,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R40_W11p2_S16.py,skill\LQ_N4p5_R40_W11p2_S16.il,gds\LQ_N4p5_R40_W11p2_S16.gds,s2p\LQ_N4p5_R40_W11p2_S16.s2p
LQ_N4p5_R44_W10p4_S15,44,4.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N4p5_R44_W10p4_S15.py,skill\LQ_N4p5_R44_W10p4_S15.il,gds\LQ_N4p5_R44_W10p4_S15.gds,s2p\LQ_N4p5_R44_W10p4_S15.s2p
LQ_N4p5_R44_W11p2_S16,44,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R44_W11p2_S16.py,skill\LQ_N4p5_R44_W11p2_S16.il,gds\LQ_N4p5_R44_W11p2_S16.gds,s2p\LQ_N4p5_R44_W11p2_S16.s2p
LQ_N4p5_R48_W10p4_S14,48,4.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N4p5_R48_W10p4_S14.py,skill\LQ_N4p5_R48_W10p4_S14.il,gds\LQ_N4p5_R48_W10p4_S14.gds,s2p\LQ_N4p5_R48_W10p4_S14.s2p
LQ_N4p5_R48_W10p4_S15,48,4.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N4p5_R48_W10p4_S15.py,skill\LQ_N4p5_R48_W10p4_S15.il,gds\LQ_N4p5_R48_W10p4_S15.gds,s2p\LQ_N4p5_R48_W10p4_S15.s2p
LQ_N4p5_R48_W11p2_S16,48,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R48_W11p2_S16.py,skill\LQ_N4p5_R48_W11p2_S16.il,gds\LQ_N4p5_R48_W11p2_S16.gds,s2p\LQ_N4p5_R48_W11p2_S16.s2p
LQ_N4p5_R52_W10p4_S14,52,4.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N4p5_R52_W10p4_S14.py,skill\LQ_N4p5_R52_W10p4_S14.il,gds\LQ_N4p5_R52_W10p4_S14.gds,s2p\LQ_N4p5_R52_W10p4_S14.s2p
LQ_N4p5_R52_W10p4_S15,52,4.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N4p5_R52_W10p4_S15.py,skill\LQ_N4p5_R52_W10p4_S15.il,gds\LQ_N4p5_R52_W10p4_S15.gds,s2p\LQ_N4p5_R52_W10p4_S15.s2p
LQ_N4p5_R52_W11p2_S16,52,4.5,12,11.2,16.0,180.0,180.0,fdl\LQ_N4p5_R52_W11p2_S16.py,skill\LQ_N4p5_R52_W11p2_S16.il,gds\LQ_N4p5_R52_W11p2_S16.gds,s2p\LQ_N4p5_R52_W11p2_S16.s2p
LQ_N2p5_R46_W9p6_S12,46.0,2.5,12,9.6,12.0,180.0,180.0,fdl\LQ_N2p5_R46_W9p6_S12.py,skill\LQ_N2p5_R46_W9p6_S12.il,gds\LQ_N2p5_R46_W9p6_S12.gds,s2p\LQ_N2p5_R46_W9p6_S12.s2p
LQ_N2p5_R50_W9p6_S12,50.0,2.5,12,9.6,12.0,180.0,180.0,fdl\LQ_N2p5_R50_W9p6_S12.py,skill\LQ_N2p5_R50_W9p6_S12.il,gds\LQ_N2p5_R50_W9p6_S12.gds,s2p\LQ_N2p5_R50_W9p6_S12.s2p
LQ_N2p5_R52_W9p6_S12,52.0,2.5,12,9.6,12.0,180.0,180.0,fdl\LQ_N2p5_R52_W9p6_S12.py,skill\LQ_N2p5_R52_W9p6_S12.il,gds\LQ_N2p5_R52_W9p6_S12.gds,s2p\LQ_N2p5_R52_W9p6_S12.s2p
LQ_N2p5_R54_W9p6_S12,54.0,2.5,12,9.6,12.0,180.0,180.0,fdl\LQ_N2p5_R54_W9p6_S12.py,skill\LQ_N2p5_R54_W9p6_S12.il,gds\LQ_N2p5_R54_W9p6_S12.gds,s2p\LQ_N2p5_R54_W9p6_S12.s2p
LQ_N2p5_R58_W9p6_S12,58.0,2.5,12,9.6,12.0,180.0,180.0,fdl\LQ_N2p5_R58_W9p6_S12.py,skill\LQ_N2p5_R58_W9p6_S12.il,gds\LQ_N2p5_R58_W9p6_S12.gds,s2p\LQ_N2p5_R58_W9p6_S12.s2p
LQ_N2p5_R60_W9p6_S12,60.0,2.5,12,9.6,12.0,180.0,180.0,fdl\LQ_N2p5_R60_W9p6_S12.py,skill\LQ_N2p5_R60_W9p6_S12.il,gds\LQ_N2p5_R60_W9p6_S12.gds,s2p\LQ_N2p5_R60_W9p6_S12.s2p
LQ_N2p5_R62_W9p6_S12,62.0,2.5,12,9.6,12.0,180.0,180.0,fdl\LQ_N2p5_R62_W9p6_S12.py,skill\LQ_N2p5_R62_W9p6_S12.il,gds\LQ_N2p5_R62_W9p6_S12.gds,s2p\LQ_N2p5_R62_W9p6_S12.s2p
LQ_N2p5_R66_W9p6_S12,66.0,2.5,12,9.6,12.0,180.0,180.0,fdl\LQ_N2p5_R66_W9p6_S12.py,skill\LQ_N2p5_R66_W9p6_S12.il,gds\LQ_N2p5_R66_W9p6_S12.gds,s2p\LQ_N2p5_R66_W9p6_S12.s2p
LQ_N2p5_R68_W9p6_S12,68.0,2.5,12,9.6,12.0,180.0,180.0,fdl\LQ_N2p5_R68_W9p6_S12.py,skill\LQ_N2p5_R68_W9p6_S12.il,gds\LQ_N2p5_R68_W9p6_S12.gds,s2p\LQ_N2p5_R68_W9p6_S12.s2p
LQ_N2p5_R70_W9p6_S12,70.0,2.5,12,9.6,12.0,180.0,180.0,fdl\LQ_N2p5_R70_W9p6_S12.py,skill\LQ_N2p5_R70_W9p6_S12.il,gds\LQ_N2p5_R70_W9p6_S12.gds,s2p\LQ_N2p5_R70_W9p6_S12.s2p
LQ_N2p5_R74_W9p6_S12,74.0,2.5,12,9.6,12.0,180.0,180.0,fdl\LQ_N2p5_R74_W9p6_S12.py,skill\LQ_N2p5_R74_W9p6_S12.il,gds\LQ_N2p5_R74_W9p6_S12.gds,s2p\LQ_N2p5_R74_W9p6_S12.s2p
LQ_N2p5_R46_W10p4_S14,46.0,2.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N2p5_R46_W10p4_S14.py,skill\LQ_N2p5_R46_W10p4_S14.il,gds\LQ_N2p5_R46_W10p4_S14.gds,s2p\LQ_N2p5_R46_W10p4_S14.s2p
LQ_N2p5_R50_W10p4_S14,50.0,2.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N2p5_R50_W10p4_S14.py,skill\LQ_N2p5_R50_W10p4_S14.il,gds\LQ_N2p5_R50_W10p4_S14.gds,s2p\LQ_N2p5_R50_W10p4_S14.s2p
LQ_N2p5_R52_W10p4_S14,52.0,2.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N2p5_R52_W10p4_S14.py,skill\LQ_N2p5_R52_W10p4_S14.il,gds\LQ_N2p5_R52_W10p4_S14.gds,s2p\LQ_N2p5_R52_W10p4_S14.s2p
LQ_N2p5_R54_W10p4_S14,54.0,2.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N2p5_R54_W10p4_S14.py,skill\LQ_N2p5_R54_W10p4_S14.il,gds\LQ_N2p5_R54_W10p4_S14.gds,s2p\LQ_N2p5_R54_W10p4_S14.s2p
LQ_N2p5_R58_W10p4_S14,58.0,2.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N2p5_R58_W10p4_S14.py,skill\LQ_N2p5_R58_W10p4_S14.il,gds\LQ_N2p5_R58_W10p4_S14.gds,s2p\LQ_N2p5_R58_W10p4_S14.s2p
LQ_N2p5_R60_W10p4_S14,60.0,2.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N2p5_R60_W10p4_S14.py,skill\LQ_N2p5_R60_W10p4_S14.il,gds\LQ_N2p5_R60_W10p4_S14.gds,s2p\LQ_N2p5_R60_W10p4_S14.s2p
LQ_N2p5_R62_W10p4_S14,62.0,2.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N2p5_R62_W10p4_S14.py,skill\LQ_N2p5_R62_W10p4_S14.il,gds\LQ_N2p5_R62_W10p4_S14.gds,s2p\LQ_N2p5_R62_W10p4_S14.s2p
LQ_N2p5_R66_W10p4_S14,66.0,2.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N2p5_R66_W10p4_S14.py,skill\LQ_N2p5_R66_W10p4_S14.il,gds\LQ_N2p5_R66_W10p4_S14.gds,s2p\LQ_N2p5_R66_W10p4_S14.s2p
LQ_N2p5_R68_W10p4_S14,68.0,2.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N2p5_R68_W10p4_S14.py,skill\LQ_N2p5_R68_W10p4_S14.il,gds\LQ_N2p5_R68_W10p4_S14.gds,s2p\LQ_N2p5_R68_W10p4_S14.s2p
LQ_N2p5_R70_W10p4_S14,70.0,2.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N2p5_R70_W10p4_S14.py,skill\LQ_N2p5_R70_W10p4_S14.il,gds\LQ_N2p5_R70_W10p4_S14.gds,s2p\LQ_N2p5_R70_W10p4_S14.s2p
LQ_N2p5_R74_W10p4_S14,74.0,2.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N2p5_R74_W10p4_S14.py,skill\LQ_N2p5_R74_W10p4_S14.il,gds\LQ_N2p5_R74_W10p4_S14.gds,s2p\LQ_N2p5_R74_W10p4_S14.s2p
LQ_N3p5_R34_W10p4_S14,34.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R34_W10p4_S14.py,skill\LQ_N3p5_R34_W10p4_S14.il,gds\LQ_N3p5_R34_W10p4_S14.gds,s2p\LQ_N3p5_R34_W10p4_S14.s2p
LQ_N3p5_R38_W10p4_S14,38.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R38_W10p4_S14.py,skill\LQ_N3p5_R38_W10p4_S14.il,gds\LQ_N3p5_R38_W10p4_S14.gds,s2p\LQ_N3p5_R38_W10p4_S14.s2p
LQ_N3p5_R42_W10p4_S14,42.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R42_W10p4_S14.py,skill\LQ_N3p5_R42_W10p4_S14.il,gds\LQ_N3p5_R42_W10p4_S14.gds,s2p\LQ_N3p5_R42_W10p4_S14.s2p
LQ_N3p5_R46_W10p4_S14,46.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R46_W10p4_S14.py,skill\LQ_N3p5_R46_W10p4_S14.il,gds\LQ_N3p5_R46_W10p4_S14.gds,s2p\LQ_N3p5_R46_W10p4_S14.s2p
LQ_N3p5_R48_W10p4_S14,48.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R48_W10p4_S14.py,skill\LQ_N3p5_R48_W10p4_S14.il,gds\LQ_N3p5_R48_W10p4_S14.gds,s2p\LQ_N3p5_R48_W10p4_S14.s2p
LQ_N3p5_R50_W10p4_S14,50.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R50_W10p4_S14.py,skill\LQ_N3p5_R50_W10p4_S14.il,gds\LQ_N3p5_R50_W10p4_S14.gds,s2p\LQ_N3p5_R50_W10p4_S14.s2p
LQ_N3p5_R52_W10p4_S14,52.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R52_W10p4_S14.py,skill\LQ_N3p5_R52_W10p4_S14.il,gds\LQ_N3p5_R52_W10p4_S14.gds,s2p\LQ_N3p5_R52_W10p4_S14.s2p
LQ_N3p5_R54_W10p4_S14,54.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R54_W10p4_S14.py,skill\LQ_N3p5_R54_W10p4_S14.il,gds\LQ_N3p5_R54_W10p4_S14.gds,s2p\LQ_N3p5_R54_W10p4_S14.s2p
LQ_N3p5_R58_W10p4_S14,58.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R58_W10p4_S14.py,skill\LQ_N3p5_R58_W10p4_S14.il,gds\LQ_N3p5_R58_W10p4_S14.gds,s2p\LQ_N3p5_R58_W10p4_S14.s2p
LQ_N3p5_R60_W10p4_S14,60.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R60_W10p4_S14.py,skill\LQ_N3p5_R60_W10p4_S14.il,gds\LQ_N3p5_R60_W10p4_S14.gds,s2p\LQ_N3p5_R60_W10p4_S14.s2p
LQ_N3p5_R62_W10p4_S14,62.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R62_W10p4_S14.py,skill\LQ_N3p5_R62_W10p4_S14.il,gds\LQ_N3p5_R62_W10p4_S14.gds,s2p\LQ_N3p5_R62_W10p4_S14.s2p
LQ_N3p5_R66_W10p4_S14,66.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R66_W10p4_S14.py,skill\LQ_N3p5_R66_W10p4_S14.il,gds\LQ_N3p5_R66_W10p4_S14.gds,s2p\LQ_N3p5_R66_W10p4_S14.s2p
LQ_N3p5_R68_W10p4_S14,68.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R68_W10p4_S14.py,skill\LQ_N3p5_R68_W10p4_S14.il,gds\LQ_N3p5_R68_W10p4_S14.gds,s2p\LQ_N3p5_R68_W10p4_S14.s2p
LQ_N3p5_R70_W10p4_S14,70.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R70_W10p4_S14.py,skill\LQ_N3p5_R70_W10p4_S14.il,gds\LQ_N3p5_R70_W10p4_S14.gds,s2p\LQ_N3p5_R70_W10p4_S14.s2p
LQ_N3p5_R74_W10p4_S14,74.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R74_W10p4_S14.py,skill\LQ_N3p5_R74_W10p4_S14.il,gds\LQ_N3p5_R74_W10p4_S14.gds,s2p\LQ_N3p5_R74_W10p4_S14.s2p
LQ_N3p5_R76_W10p4_S14,76.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R76_W10p4_S14.py,skill\LQ_N3p5_R76_W10p4_S14.il,gds\LQ_N3p5_R76_W10p4_S14.gds,s2p\LQ_N3p5_R76_W10p4_S14.s2p
LQ_N3p5_R78_W10p4_S14,78.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R78_W10p4_S14.py,skill\LQ_N3p5_R78_W10p4_S14.il,gds\LQ_N3p5_R78_W10p4_S14.gds,s2p\LQ_N3p5_R78_W10p4_S14.s2p
LQ_N3p5_R82_W10p4_S14,82.0,3.5,12,10.4,14.0,180.0,180.0,fdl\LQ_N3p5_R82_W10p4_S14.py,skill\LQ_N3p5_R82_W10p4_S14.il,gds\LQ_N3p5_R82_W10p4_S14.gds,s2p\LQ_N3p5_R82_W10p4_S14.s2p
LQ_N3p5_R34_W10p4_S15,34.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R34_W10p4_S15.py,skill\LQ_N3p5_R34_W10p4_S15.il,gds\LQ_N3p5_R34_W10p4_S15.gds,s2p\LQ_N3p5_R34_W10p4_S15.s2p
LQ_N3p5_R38_W10p4_S15,38.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R38_W10p4_S15.py,skill\LQ_N3p5_R38_W10p4_S15.il,gds\LQ_N3p5_R38_W10p4_S15.gds,s2p\LQ_N3p5_R38_W10p4_S15.s2p
LQ_N3p5_R42_W10p4_S15,42.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R42_W10p4_S15.py,skill\LQ_N3p5_R42_W10p4_S15.il,gds\LQ_N3p5_R42_W10p4_S15.gds,s2p\LQ_N3p5_R42_W10p4_S15.s2p
LQ_N3p5_R46_W10p4_S15,46.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R46_W10p4_S15.py,skill\LQ_N3p5_R46_W10p4_S15.il,gds\LQ_N3p5_R46_W10p4_S15.gds,s2p\LQ_N3p5_R46_W10p4_S15.s2p
LQ_N3p5_R48_W10p4_S15,48.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R48_W10p4_S15.py,skill\LQ_N3p5_R48_W10p4_S15.il,gds\LQ_N3p5_R48_W10p4_S15.gds,s2p\LQ_N3p5_R48_W10p4_S15.s2p
LQ_N3p5_R50_W10p4_S15,50.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R50_W10p4_S15.py,skill\LQ_N3p5_R50_W10p4_S15.il,gds\LQ_N3p5_R50_W10p4_S15.gds,s2p\LQ_N3p5_R50_W10p4_S15.s2p
LQ_N3p5_R52_W10p4_S15,52.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R52_W10p4_S15.py,skill\LQ_N3p5_R52_W10p4_S15.il,gds\LQ_N3p5_R52_W10p4_S15.gds,s2p\LQ_N3p5_R52_W10p4_S15.s2p
LQ_N3p5_R54_W10p4_S15,54.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R54_W10p4_S15.py,skill\LQ_N3p5_R54_W10p4_S15.il,gds\LQ_N3p5_R54_W10p4_S15.gds,s2p\LQ_N3p5_R54_W10p4_S15.s2p
LQ_N3p5_R58_W10p4_S15,58.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R58_W10p4_S15.py,skill\LQ_N3p5_R58_W10p4_S15.il,gds\LQ_N3p5_R58_W10p4_S15.gds,s2p\LQ_N3p5_R58_W10p4_S15.s2p
LQ_N3p5_R60_W10p4_S15,60.0,3.5,12,10.4,15.0,180.0,180.0,fdl\LQ_N3p5_R60_W10p4_S15.py,skill\LQ_N3p5_R60_W10p4_S15.il,gds\LQ_N3p5_R60_W10p4_S15.gds,s2p\LQ_N3p5_R60_W10p4_S15.s2p
